,neighborhood_code,neighborhood_group,neighborhood
7568,5537.0,1801.0,CITY PLAZA CONDOMINIUMS
7569,5537.01,1801.0,CONTEMPORARY PLAZA T/H CONDO
7570,5537.02,1801.0,BRAESWOOD PARK CONDO
7571,5537.03,1801.0,SOUTHPOINT T/H CONDO
7572,5537.04,1801.0,CONTEMPORARY MAIN PLAZA T/H CONDO
7573,5538.0,1812.0,THE VALENCIA CONDO
7574,5538.01,1812.0,GRAMERCY PARK CONDO
7575,5538.02,1812.0,SERENTO CONDO
7576,56.0,4090.0,QUAIL FOREST SEC. 1
7577,56.01,4006.0,LAKEWOOD GLEN TRAILS
7578,56.02,4057.0,QUAIL PARK SUB #1
7579,56.03,4006.0,"LAKEWOOD GLEN TRAILS 2,3,4"
7580,56.05,4006.0,"ANDERSON WOODS 1,2,3"
7581,5601.0,,"EXEMP-FRWYS,STREETS,ROADS"
7582,5602.0,,"EXEMPT-FRWY,STREETS,ROADS"
7583,5603.0,,"EXEMPT-FRWYS,STREETS,ROADS"
7584,5604.0,,"EXEMPT FRWYS,STREETS,ROADS"
7585,5621.02,1802.0,BELLWOOD COURT HOMES
7586,5629.03,1801.0,"BERRY CREEK CONDO-PH I,II"
7587,5629.04,1818.0,NAZARETH VILLAGE CONDO
7588,5630.03,1835.0,BELFORT PLACE CONDO
7589,5630.04,1838.0,GESSNER PLACE TH CONDO
7590,5631.09,1838.0,BRAES ACRES
7591,5632.01,1804.0,MEDITERRANEAN VILLAS PH I
7592,5632.03,1821.0,GOLF GREEN CONDOS PH I
7593,5634.01,1805.0,BIMINI ISLE CONDO
7594,5634.02,1805.0,MONTERRA CONDO
7595,5634.03,1805.0,BRAEBURN TERRACE
7596,5634.04,1805.0,ALBURY PLACE
7597,5635.04,1838.0,BRAESWOOD CONDO & ANNEX-SEC II
7598,5635.06,1826.0,TREEHOUSE CONDO & BRANCH II
7599,5635.07,1826.0,BISSONNET TH
7600,5636.01,1804.0,MASON DE VILLE
7601,5637.01,1804.0,BEECHNUT TH CONDO
7602,5637.02,1804.0,LE PROMENADE
7603,5637.03,1838.0,"UNIVERSITY ARMS TH I,II"
7604,5637.04,1804.0,UNIVERSITY ARMS CONDO
7605,5640.01,1805.0,HOLLY VILLA CONDO
7606,5640.02,1855.0,HOLLY TH
7607,5643.01,1805.0,NORTH BRAESWOOD DR MANOR
7608,5644.0,1805.0,MAPLEWOOD SQUARE CONDO
7609,5644.04,1804.0,WESTBURY GARDEN CONDO
7610,5645.04,1840.0,MEADOWALK TH CONDO
7611,5646.01,1855.0,"BRAEBURN VALLEY TH-PH I,II"
7612,5646.03,1840.0,FONDREN SW TH
7613,5646.04,1862.0,7655 SOUTH BRAESWOOD
7614,5646.05,1826.0,WESTHILL CONDO
7615,5646.06,1862.0,BRAESWOOD FOREST CONDO
7616,5647.02,1829.0,COMMONS AT WESTBRAE SEC I COND
7617,5647.04,1829.0,WESTBRAE PARK PLACE CONDO
7618,5648.03,1829.0,CREEKBEND T/H CONDO I & II
7619,5651.04,1818.0,HEARTHWOOD CONDO II PH I & II
7620,5651.06,1801.0,MAISON FONTAINE CONDO
7621,5652.01,1804.0,BLUEBONNET CONDO
7622,5652.03,1807.0,BARCLAY CONDO
7623,5652.05,1857.0,BRADFORD TH
7624,5652.06,1801.0,HIDE AWAY TH CONDO
7625,5652.07,1801.0,WROXTON RESIDENCE CONDO
7626,5653.01,1801.0,MERIDAN PLACE TH SEC 1
7627,5653.02,1839.0,BRENTWOOD CONDO
7628,5653.03,1839.0,CAMBRIDGE GLEN CONDO PH I-II
7629,5653.04,1839.0,SHERBROOK SQUARE TH
7630,5653.06,1826.0,PARK ON CAMBRIDGE PH I
7631,5653.07,1839.0,ONE MONTREAL PLACE PH A & C
7632,5653.08,1839.0,FONTAINBLEU CONDO PH 1 & 2
7633,5653.09,1801.0,ROLGOM PLACE T/H CONDO
7634,5654.04,1839.0,HEARTHWOOD I CONDO
7635,5654.05,1839.0,SO BRAESWOOD CONDO I & II
7636,5654.06,1839.0,"BRIAR GREEN CONDO-PH I,II"
7637,5654.09,1832.0,BRAESWOOD CONDO THE
7638,5655.01,1804.0,CHEZ CHARME/ALSACE CONDO
7639,5655.02,1804.0,CHEZ CHARME/ELTON CONDO
7640,5671.03,1829.0,VILLAGE OF FONDREN T/H U/R
7641,5672.01,1840.0,SOUTHWEST GARDENS CONDO
7642,5672.02,1840.0,BELLFORT SQUARE TH
7643,5672.05,1840.0,KENSINGTON PARK CONDO
7644,5672.07,1838.0,REMINGTON PLACE
7645,5672.08,1838.0,CAMDEN COURT CONDO
7646,5677.02,1838.0,VICTORIA WOODS CONDO
7647,5677.05,1801.0,BRAEBURN OAKS CONDO
7648,5677.06,1838.0,VILLAGE OF FONDREN SW
7649,5691.01,1818.0,"BERKLEY COURT CONDO-PH I,II"
7650,5691.02,1818.0,"EMMANUEL VILLAGE CONDO PH I,II"
7651,5691.03,1818.0,GLENWOOD VILLAGE CONDOS
7652,5691.04,1818.0,GLEN BROOK CONDOS
7653,5691.05,1818.0,DA LAT CONDO & PH 2
7654,5691.06,1818.0,ST JOSEPH'S VILLAGE CONDO
7655,5691.07,1818.0,BROOKGLEN CONDOS
7656,5691.08,1818.0,8101 LEONORA CONDOMINIUMS
7657,5691.09,1818.0,SAINT MARY'S VILLAGE CONDO
7658,5692.01,1818.0,HOLY FAMILY VILLAGE CONDO
7659,5692.02,1801.0,CONTEMPORARY SOUTH T/H CONDO
7660,5698.01,1801.0,MEADOWCREEK WOODS CONDO
7661,5698.06,1801.0,ACRE VILLA CONDOS
7662,5699.01,1840.0,ROCKHILL TH
7663,57.0,4045.0,CYPRESS OAKS
7664,5777.02,1840.0,PIPERS CROSSING
7665,5777.03,1840.0,"FONDREN CROSSING PH I, II"
7666,5778.01,1840.0,WESTBURY SQUARE TH
7667,58.0,4045.0,CYPRESS PASS ESTATES
7668,58.01,4072.0,YAUPON RANCH SEC 1
7669,58.02,4072.0,YAUPON RANCH SEC 3
7670,58.03,4072.0,YAUPON RANCH SEC 4
7671,58.04,4072.0,"YAUPON PLACE SEC 1,2"
7672,58.05,4072.0,"YAUPON RANCH SEC 5,7"
7673,58.06,4072.0,YAUPON RANCH SEC 6
7674,5825.01,1801.0,GULF MEADOWS TH CONDO
7675,5893.01,1829.0,HOLLY HALL TH CONDO
7676,59.0,4045.0,"ENCHANTED VALLEY 1,2,PT3,#4R/P"
7677,5900.0,0.0,SKYLINE DISTRICT
7678,5900.01,0.0,ALLEN CENTER
7679,5900.02,0.0,SHOPPING DISTRICT
7680,5900.03,0.0,HOUSTON CENTER DISTRICT
7681,5900.04,0.0,THEATRE DISTRICT
7682,5900.05,0.0,HISTORICAL DISTRICT
7683,5900.06,0.0,HARRIS COUNTY DISTRICT
7684,5900.07,0.0,MINUTE MAID PARK DISTRICT
7685,5900.08,0.0,GRB CONVENTION CENTER DISTRICT
7686,5900.09,0.0,TOYOTA CENTER DISTRICT
7687,5900.1,0.0,ST JOSEPH MEDICAL DISTRICT
7688,5900.11,0.0,CITY OF HOUSTON DISTRICT
7689,5900.12,0.0,FEDERAL DISTRICT
7690,5900.13,0.0,CITY HALL DISTRICT
7691,5900.14,0.0,CULLEN CENTER
7692,5901.0,0.0, 
7693,5901.01,0.0, 
7694,5902.0,0.0, 
7695,5902.02,0.0,MEMORIAL DRIVE
7696,5902.03,0.0, 
7697,5902.04,0.0, 
7698,5903.0,0.0, 
7699,5903.01,0.0,MUSEUM DISTRICT
7700,5903.02,0.0,MUSEUM OUTSKIRTS / ALMEDA
7701,5903.03,0.0, 
7702,5903.04,0.0, 
7703,5903.05,0.0, 
7704,5903.06,0.0, 
7705,5903.07,0.0, 
7706,5903.08,0.0, 
7707,5903.09,0.0,AREA SOUTH OF SW FWY
7708,5904.0,0.0,GREENWAY PLAZA
7709,5904.01,0.0,UPPER KIRBY DISTRICT
7710,5904.02,0.0,MONTROSE
7711,5904.03,0.0,WESLAYAN
7712,5904.04,0.0,FOURTH WARD
7713,5904.05,0.0,RIVER OAKS / HIGHLAND VILLAGE
7714,5904.06,0.0,MONTROSE - S' OF SW FRWY
7715,5904.07,0.0,MONTROSE - HYDE PARK
7716,5905.0,0.0,HOLCOMBE
7717,5905.01,0.0,MEYERLAND
7718,5905.02,0.0,THE CITY OF SOUTHSIDE PLACE
7719,5905.03,0.0,THE CITY OF WEST UNIVERSITY PLACE
7720,5905.04,0.0,RICE VILLAGE/ RICE UNIVERSITY AREA
7721,5905.05,0.0,THE CITY OF BELLAIRE
7722,5905.06,0.0, 
7723,5905.07,0.0, 
7724,5905.08,0.0, 
7725,5905.09,0.0, 
7726,5906.0,0.0,WESTHEIMER GARDENS
7727,5906.01,0.0, 
7728,5906.02,0.0,TANGLEWOOD COMMERCIAL
7729,5906.03,0.0,WOODWAY/VOSS RD
7730,5907.0,0.0,WESTMORELAND FARMS
7731,5908.0,0.0, 
7732,5909.0,0.0, 
7733,5909.01,0.0,BLOSSOM HEIGHTS SEC2
7734,5909.02,0.0, 
7735,5909.03,0.0, 
7736,5909.04,0.0, 
7737,5909.05,0.0, 
7738,5909.06,0.0, 
7739,5909.11,0.0, 
7740,5910.0,0.0, 
7741,5910.01,0.0,SOUTHWEST MGMT DIST - WESTWOOD
7742,5910.02,0.0,SOUTHWEST MGMT DIST - SHARPSTOWN
7743,5910.03,0.0,SOUTHWEST MGMT DIST - SOUTH ASIA
7744,5910.04,0.0,SOUTHWEST MGMT DIST - HARWIN
7745,5910.05,0.0,SOUTHWEST MGMT DIST - CHINATOWN
7746,5910.06,0.0,SOUTHWEST MGMT DIST - UNIVERSITY
7747,5910.07,0.0,TIRZ 20 SW ANNEX
7748,5910.08,0.0,BRAEBURN/MEYERLAND
7749,5910.09,0.0, 
7750,5910.11,0.0, 
7751,5910.12,0.0,WESTCHASE DISTRICT (HISD)
7752,5910.13,0.0, 
7753,5910.14,0.0, 
7754,5911.0,0.0, 
7755,5911.01,0.0, 
7756,5912.0,0.0, 
7757,5912.06,0.0,SH 6 STRIP IN HISD
7758,5912.33,0.0,WESTHEIMER STRIP SH 6 TO ELDRI
7759,5913.0,0.0, 
7760,5913.01,0.0,NEOF LOOP 610 @  HWY 225
7761,5913.02,0.0,SE OF LOOP 610 @ HWY 225
7762,5914.0,0.0,KASHMERE GARDENS
7763,5915.0,0.0, 
7764,5915.01,0.0,GUS WORTHAM
7765,5915.02,0.0, 
7766,5915.03,0.0, 
7767,5915.04,0.0,EAST DOWNTOWN WALKER/DOWLING/PRESTON
7768,5915.05,0.0,EAST DOWNTOWN MCKINNEY/DOWLING/POLK
7769,5915.06,0.0,EAST DOWNTOWN I-45/DOWLING/POLK
7770,5915.07,0.0,EAST DOWNTOWN HWY 59/PRESTON/COMMERCE
7771,5915.08,0.0,CLAYTON HOMES/ NAVIGATION
7772,5915.09,0.0, 
7773,5915.1,0.0,POLK / HARRISBURG/ S. WAYSIDE
7774,5915.11,0.0, 
7775,5915.12,0.0, 
7776,5915.13,0.0, 
7777,5915.14,0.0,SCOTT / POLK / LEELAND
7778,5915.15,0.0,MOODY / POLK / TELEPHONE
7779,5915.16,0.0,HARRISBURG/ N. YORK
7780,5915.17,0.0,FULLERTON PL / NAVIGATION
7781,5915.18,0.0, 
7782,5915.19,0.0,MAGNOLIA PARK
7783,5915.2,0.0,MAGNOLIA PARK / GARZA
7784,5915.21,0.0, 
7785,5915.22,0.0, 
7786,5915.23,0.0, 
7787,5915.24,0.0, 
7788,5915.25,0.0, 
7789,5915.26,0.0,TELEPHONE / BROADMOOR COMMERCIAL
7790,5915.27,0.0,TELEPHONE RETAIL CENTER
7791,5915.28,0.0,CENTRAL PARK AT WAYSIDE/NAVIGATION
7792,5915.29,0.0,I-45 / CULLEN / LOCKWOOD
7793,5915.3,0.0, 
7794,5916.0,0.0,EMANCIPATION PARK/ EXTERIOR
7795,5916.01,0.0,EMANCIPATION PARK / INTERIOR
7796,5916.02,0.0, LEELAND PARK / W A WILSON
7797,5916.03,0.0,U of H / MACGREGOR PARK
7798,5916.04,0.0,RIVERSIDE TERRACE / FELDMAN COURT
7799,5916.05,0.0,TSU / ELGIN
7800,5916.06,0.0, 
7801,5916.07,0.0,UH EXTENSION
7802,5916.08,0.0,I-45/TELEPHONE/S.WAYSIDE
7803,5916.09,0.0,O.S.T / WHEELER / GRIGGS
7804,5917.0,0.0, 
7805,5917.01,0.0,FIFTH WARD / HWY 59 / SAKOWITZ
7806,5917.02,0.0,FIFTH WARD / HOUSTON HARBOR
7807,5917.03,0.0,FIFTH WARD/ LYONS AVENUE
7808,5917.04,0.0,FIFTH WARD/SOUTH OF I-10
7809,5917.05,0.0,FIFTH WARD / JENSEN / CLINTON
7810,5917.06,0.0,FIFTH WARD / HWY 59 TO BENSON ST
7811,5918.0,0.0, 
7812,5918.01,0.0,A C ALLEN & LITTLE DICKINSON
7813,5918.02,0.0,JENSEN DR / FRENCHTOWN
7814,5918.03,0.0,PORTER & BAKER
7815,5918.04,0.0,PINEHURST RYON MCGOWEN DAVIS
7816,5918.05,0.0,A C ALLEN AND OTHERS
7817,5918.06,0.0,HARDY YARDS / MAIN STREET
7818,5918.07,0.0,RYON
7819,5918.08,0.0,HAMBLEN'S EXT OF RYON
7820,5918.09,0.0,IRVINGTON
7821,5918.11,0.0,LINDALE PARK
7822,5918.12,0.0,IRVINGTON
7823,5918.13,0.0,BROOKESMITH
7824,5918.14,0.0, 
7825,5918.15,0.0, 
7826,5918.16,0.0, 
7827,5919.0,0.0,N OF LITTLE YORK
7828,5919.01,0.0,45 NORTH STRIP/NORTHLINE
7829,5919.02,0.0,WEST OF I-45 NORTH
7830,5919.03,0.0,CROSSTIMBERS
7831,5919.04,0.0,SOUTH OF CROSSTIMBERS
7832,5919.05,0.0,LINDALE
7833,5919.06,0.0,AIRLINE DRIVE
7834,5919.07,0.0,TIDWELL RD
7835,5919.08,0.0,S OF LITTLE YORK
7836,5919.09,0.0,LITTLE YORK
7837,5919.1,0.0,NORTHLINE
7838,5920.0,0.0, 
7839,5920.01,0.0,JENSEN DRIVE
7840,5920.02,0.0,TIDWELL
7841,5920.03,0.0,LITTLE YORK
7842,5920.04,0.0,N OF TIDWELL
7843,5920.05,0.0,S OF TIDWELL
7844,5921.0,0.0, 
7845,5921.01,0.0,LAURA KOPPE
7846,5921.02,0.0,HOMESTEAD
7847,5921.03,0.0,EASTEX STRIP
7848,5921.04,0.0,KASHMERE EXTENTION
7849,5922.0,0.0, 
7850,5922.01,0.0,SHEPHERD SALVAGE YARDS
7851,5922.02,0.0,INDEPENDENCE HEIGHTS S OF CROSSTIMBERS
7852,5923.0,0.0, 
7853,5923.01,0.0,PINEMONT / TC JESTER
7854,5923.02,0.0,HIGHLAND HEIGHTS-TIDWELL
7855,5924.0,0.0, 
7856,5924.01,0.0,FIRST WARD
7857,5924.18,0.0,WASHINGTON AVE (HEIGHTS BLVD TO 45)
7858,5925.0,0.0,BRUNNER (S OF I-10)
7859,5925.01,0.0,COTTAGE GROVE
7860,5925.02,0.0,JACKSON HILL COMMERCIAL
7861,5925.03,0.0,WASHINGTON AVE (I-10 TO HEIGHTS BLVD)
7862,5925.04,0.0,RICE MILITARY COMMERCIAL
7863,5925.05,0.0,N' OF WASHINGTON AVE ( I-10 TO HEIGHTS BLVD)
7864,5925.06,0.0,OLD SIXTH WARD
7865,5925.07,0.0,M I-10 SOUTH SIDE STRIP
7866,5925.08,0.0,SHEPHERD/DURHAM (S OF WASHINGTON AVE)
7867,5925.09,0.0,COTTAGE GROVE II
7868,5926.0,0.0, 
7869,5927.0,0.0, 
7870,5928.0,0.0, 
7871,5929.0,0.0, 
7872,5930.0,0.0,TEXAS MEDICAL CENTER
7873,5930.01,0.0,OST/ALMEDA (JUR 963 - 964)
7874,5930.02,0.0,KNIGHT SUBDIVISION
7875,5930.03,0.0,OST/ALMEDA (JUR 963 - 964)
7876,5930.04,0.0,RELIANT/ ASTROWORLD
7877,5930.05,0.0,LAKES AT 610/BUFFALO LAKES
7878,5930.06,0.0,WILDCAT
7879,5930.1,0.0,FANNIN/MAIN MEDICAL CENTER STRIP
7880,5930.2,0.0,TMC - OUTSKIRTS
7881,5931.0,0.0, 
7882,5931.01,0.0, 
7883,5931.02,0.0,HIGHWAY 90 AND BELTWAY 8
7884,5931.03,0.0,S POST OAK / S OF HWY 90
7885,5931.04,0.0,WEST FUQUA ST
7886,5931.05,0.0,WEST OREM ST
7887,5931.06,0.0,TIFFANY PLACE
7888,5931.07,0.0,ALMEDA RD
7889,5931.08,0.0,HIRAM CLARK RD
7890,5931.11,0.0, 
7891,5931.12,0.0, 
7892,5931.13,0.0, 
7893,5931.14,0.0, 
7894,5931.15,0.0, 
7895,5931.16,0.0, 
7896,5931.19,0.0, 
7897,5931.2,0.0, 
7898,5931.21,0.0,EAST OF 288/ BELTWAY 8 FRONTAGE
7899,5931.22,0.0, 
7900,5931.23,0.0,PEARLAND SPECTRUM
7901,5932.0,0.0, 
7902,5932.07,0.0, 
7903,5933.0,0.0,WESTWOOD
7904,5933.01,0.0,CHIMNEY ROCK/ S. MAIN
7905,5933.02,0.0,WESTBURY/ MEYERPARK
7906,5934.0,0.0, 
7907,5935.0,0.0,GESSNER SOUTHWEST
7908,5935.01,0.0,BRAEBURN GARDENS
7909,5935.02,0.0,MAIN STREET GARDENS
7910,5935.03,0.0,FONDREN SOUTHWEST
7911,5935.04,0.0,SOUTH MAIN GARDENS
7912,5935.05,0.0,SOUTHWEST FWY AT BELTWAY 8
7913,5935.06,0.0,SOUTH BREEZE PLACE COMMERCIAL
7914,5935.08,0.0,BELTWAY 8 SW FWY TO GESSNER
7915,5936.0,0.0, 
7916,5937.0,0.0, 
7917,5937.01,0.0, 
7918,5938.0,0.0,SHADY ACRES/ 610 LOOP
7919,5938.01,0.0,TIMBERGROVE
7920,5938.02,0.0,HOUSTON HEIGHTS (W'  OF SHEPHERD)
7921,5938.03,0.0,HOUSTON HEIGHTS (MR)
7922,5938.04,0.0,HOUSTON HEIGHTS (N' 16TH ST)
7923,5938.05,0.0,MILROY PLACE
7924,5938.06,0.0,SUNSET HEIGHTS
7925,5938.07,0.0,SUNSET HEIGHTS (E' OF N MAIN)
7926,5938.08,0.0,STUDE 1ST/ PINERIDGE
7927,5938.09,0.0,BROOKESMITH (N' OF W PATTON)
7928,5938.1,0.0,HEIGHTS\PRODUCE
7929,5938.11,0.0,HEIGHTS ANNEX (MR)
7930,5938.12,0.0,HOUSTON HEIGHTS
7931,5938.13,0.0,HOUSTON HEIGHTS
7932,5938.14,0.0,NORTH NORHILL/ PT STUDS 2ND
7933,5938.15,0.0,BROOKESMITH
7934,5938.16,0.0,WEST HEIGHTS
7935,5938.17,0.0,HARDING HEIGHTS EXT/ KIAM PLACE
7936,5938.18,0.0,HOUSTON HEIGHTS
7937,5938.19,0.0,HOUSTON HEIGHTS
7938,5938.2,0.0,HOUSTON HEIGHTS SHEPHERD / DURHAM STRIP
7939,5938.21,0.0,PT/HOUSTON HEIGHTS
7940,5938.22,0.0,PT/ STUDS 2ND (MR)
7941,5938.23,0.0,NORHILL/ WOODLAND TERR
7942,5938.24,0.0,WOODLAND HEIGHTS
7943,5938.26,0.0,GROTA HOME-GERMAN TOWN
7944,5938.27,0.0,SHADY ACRES
7945,5939.0,0.0,OAK FOREST COMM
7946,5939.01,0.0,N SHEPHERD 34TH TO TIDWELL
7947,5940.0,0.0, 
7948,5940.01,0.0,BROOKHOLLOW BUS PRK AREA @ 610
7949,5940.02,0.0,N/S NW FWY STRIP 610 LOOP AREA
7950,5940.03,0.0,SL SH 290 IN LOOP 610 AREA
7951,5940.05,0.0,S/L NW FWY STRIP
7952,5941.0,0.0, 
7953,5941.02,0.0, 
7954,5942.0,0.0, 
7955,5942.01,0.0,OST / GRIGGS
7956,5942.02,0.0,SOUTHEND SUNNYSIDE
7957,5942.03,0.0,OST/ALMEDA (JUR 963 - 964
7958,5942.04,0.0,MARTIN LUTHER KING JR BLVD / GRIGGS
7959,5942.05,0.0,HOLLYHALL2
7960,5942.06,0.0,HOLLYHALL2
7961,5942.07,0.0,HOLLYHALL2
7962,5942.09,0.0,YELLOWSTONE(PEERLESS-WINTON)
7963,5943.0,0.0,HWY 288 / AIRPORT / OREM DR
7964,5943.01,0.0,EAST SUNNYSIDE COURT
7965,5943.02,0.0,SOUTH ACRES AREA
7966,5943.05,0.0,CULLEN RD
7967,5943.21,0.0,MAYFAIR/GOLFCCREST
7968,5944.0,0.0,ALMEDA RD S OF BELTWAY 8
7969,5944.01,0.0,MINNETEX
7970,5944.02,0.0,EAST ANDERSON / ALMEDA
7971,5944.04,0.0,SOUTH ACRES (SOUTH OF AIRPORT DR)
7972,5944.05,0.0, 
7973,5944.06,0.0, 
7974,5944.07,0.0, 
7975,5944.08,0.0, 
7976,5945.0,0.0, 
7977,5946.0,0.0, 
7978,5947.0,0.0, 
7979,5948.0,0.0, 
7980,5949.0,0.0,HOBBY AIRPORT AREA
7981,5950.0,0.0, 
7982,5950.01,0.0,HEMPSTEAD INDUSTRIAL
7983,5951.0,0.0,HARBOURDALE
7984,5951.01,0.0, 
7985,5951.11,0.0,PORT HOUSTON NS
7986,5952.0,0.0, 
7987,5952.01,0.0,MCCARTY I10 AND 610
7988,5953.0,0.0, 
7989,5953.01,0.0,BEAUMONT HWY / WALLISVILLE
7990,5953.02,0.0,BEAUMONT HWY / WALLIS VILLE / OATS RD
7991,5954.0,0.0, 
7992,5955.09,0.0,GULFGATE
7993,5956.0,0.0, 
7994,5958.0,0.0,MIDTOWN
7995,5958.01,0.0,MIDTOWN PARKER AREA
7996,5958.02,0.0,MIDTOWN  EMPIRE AREA
7997,5958.03,0.0,MIDTOWN EMPIRE II AREA
7998,5958.04,0.0,MIDTOWN EMPIRE III ARAEA
7999,5958.05,0.0,MIDTOWN WADDELL AREA
8000,5958.06,0.0,MIDTOWN COURTYARD AREA
8001,5958.07,0.0,MIDTOWN  COURTYARD II AREA
8002,5958.08,0.0,MIDTOWN BRAZOS AREA
8003,5960.0,0.0, 
8004,5960.01,0.0, 
8005,5960.02,0.0, 
8006,5960.03,0.0, 
8007,5960.04,0.0, 
8008,5960.05,0.0, 
8009,5960.06,0.0, 
8010,5960.07,0.0, 
8011,5960.08,0.0, 
8012,5961.01,0.0, 
8013,5961.02,0.0, 
8014,5970.0,0.0,Commercial Accounts from Res.NBHDs (inner)
8015,5980.22,0.0,BAYPORT INDUSTRIAL PARK NORTHWEST
8016,5980.24,0.0,BAYPORT INDUSTRIAL PARK - ISD 20
8017,5980.25,0.0,BAYPORT INDUSTRIAL PARK - ISD 27
8018,5980.26,0.0,BAYPORT NORTH IND PARK
8019,5980.27,0.0,BATTLEGROUND IND. PARK
8020,5980.28,0.0,DEER PARK INDUSTRIAL EAST
8021,5980.29,0.0,PORT CROSSING COMMERCE CENTER
8022,5980.3,0.0,FAIRMONT PKWY WAREHOUSE PARK
8023,5980.31,0.0,BAY OAKS BUSINESS PARK
8024,5980.33,0.0,HOBBY AIRPORT/MONROE BUSI PARK
8025,5980.34,0.0,BW GRAYSON BUSINESS PARK
8026,5981.03,0.0,CENTRAL INDUSTRIAL PARK
8027,5981.04,0.0,AIRPORT PLACE BUSINESS PARK
8028,5981.05,0.0,KINGS COURT BUSINESS PARK
8029,5981.06,0.0,CITY PARK EAST BUSINESS PARK
8030,5981.07,0.0,SANTA FE INDUSTRIAL DISTRICT
8031,5981.08,0.0,SOUTH POINTE BUSINESS PARK
8032,5981.09,0.0,HOUSTON INDUSTRIAL DIST U/R
8033,5981.1,0.0,SOUTHBELT INDUSTRIAL PARK
8034,5981.11,0.0,PARK 288 BUSINESS PARK
8035,5981.12,0.0,MAGNET SOUTH LOOP IND PARK
8036,5981.13,0.0,LONE STAR BUSINESS PARK
8037,5981.14,0.0,PLAZA DEL ORO BUSINESS PARK
8038,5981.15,0.0,STERLING INDUSTRIAL PARK
8039,5981.16,0.0,ARDMORE INDUSTRIAL PARK
8040,5981.17,0.0,GLENBROOK BUSINESS PARK
8041,5981.18,0.0,TURNING BASIN INDUSTRIAL DISTRICT
8042,5981.19,0.0,PORT HOUSTON NS BUSINESS PARK
8043,5981.2,0.0,KOUNSLAR BUSINESS PARK
8044,5981.21,0.0,HOUSTON HARBOR/HARRIS & WILSON BUSI PARK
8045,5981.22,0.0,GLENDALE BUSINESS PARK
8046,5981.23,0.0,ESPERSON INDUSTRIAL DISTRICT
8047,5981.24,0.0,EAST 10 BUSINESS PARK
8048,5981.25,0.0,GULFPORT INDUSTRIAL PARK
8049,5981.26,0.0,HOUSTON BELT RAILWAY IND PARK
8050,5981.27,0.0,EASTWOOD INDUSTRIAL PARK
8051,5981.28,0.0,RAILWOOD BUSINESS PARK
8052,5981.29,0.0,NORTHPORT BUSINESS PARK
8053,5981.3,0.0,HABOUR DALE WAREHOUSE PARK
8054,5981.33,0.0,CORPORATE CENTRE FANNIN BUSINESS PARK
8055,5981.34,0.0,INDEPENDENCE HEIGHTS BUSINESS PARK
8056,5981.35,0.0,PINE FOREST BUSINESS PARK
8057,5981.36,0.0,HIGHLAND INDUSTRIAL PARK
8058,5981.37,0.0,WESTPORT BUSINESS PARK
8059,5981.38,0.0,EUREKA ACRES BUSINESS PARK
8060,5981.39,0.0,CENTRAL GARDENS
8061,5981.4,0.0,SAUER-WAREHOUSES
8062,5981.41,0.0,NORTH POST OAK IND PARK
8063,5981.42,0.0,BROOKHOLLOW BUSINESS PARK
8064,5981.43,0.0,TOWN OF JEANETTA BUSINESS PARK
8065,5981.44,0.0,JEANETTA GARDENS BUSINESS PARK
8066,5981.45,0.0,WESTPARK CENTER BUSINESS PARK
8067,5981.46,0.0,SHARPSTOWN INDUSTRIAL PARK
8068,5981.47,0.0,ROSSLYN HEIGHTS AC HOME BUSI PARK
8069,5981.48,0.0,WESTPARK/BELTWAY 8 BUSINESS PARK
8070,5981.5,0.0,HUA XIA CONDO
8071,5981.51,0.0,SOUTHWEST BUSINESS PARK
8072,5981.52,0.0,DUNN SOUTHWEST BUSINESS PARK
8073,5981.53,0.0,S W HARWIN BUSINESS PARK
8074,5982.01,0.0,BELTWAY 8 @ HWY 225 BUSINESS PARK
8075,5982.03,0.0,DEER PARK INDUSTRIAL
8076,5982.07,0.0,APPLET BUSINESS PARK
8077,5982.11,0.0,PORT COMMERCE BUSINESS PARK
8078,5982.12,0.0,DEER PARK INDUSTRIAL NORTH
8079,5982.29,0.0,EXXON REFINERY
8080,5982.3,0.0,SHELL OIL REFINERY
8081,5982.31,0.0,CHEVRON PHILLIPS CHEMICAL REFINERY
8082,5983.0,0.0,GREENBRIAR NORTH BUSINESS PARK
8083,5983.03,0.0,HOUSTON  INTERCONTINENTAL OIL CNTR BUSINESS PARK
8084,5983.05,0.0,HOUSTON INTERCONT'L TRADE CNTR BUSINESS PARK
8085,5983.3,0.0,E 288 / BELWAY 8 BUSINESS PARK
8086,5983.4,0.0,KENNEDY COMMERCE BUSINESS PARK
8087,5983.41,0.0,HARDY CENTER NORTH BUSINESS PARK
8088,5983.42,0.0,HARTLAND ACRES BUSINESS PARK
8089,5983.43,0.0,INTERBELT NORTH BUSINESS CENTER
8090,5983.44,0.0,NORTH BELT BUSINESS PARK
8091,5983.45,0.0,NORTH GREEN BUSINESS PARK
8092,5983.46,0.0,NORTH HOUSTON INDUSTRIES
8093,5983.47,0.0,FARRELL BUSINESS PARK
8094,5983.48,0.0,GREEN BUSINESS PARK
8095,5983.5,0.0,PINTO PARK BUSINESS PARK
8096,5983.51,0.0,SUPERIOR GLEN BUSINESS PARK
8097,5983.52,0.0,WORLD HOUSTON (BUSH INT'R)
8098,5983.53,0.0,EASTEX FRWY @ S BLTWY 8 BUSINESS PARK
