,tax_year,account,total_appraised_value,total_market_value,land_value
1064256,2019,1202700030019,438936.0,438936,175355
1064257,2019,1202700030020,386599.0,400000,174250
1064258,2019,1202700030021,451386.0,451386,189508
1064259,2019,1202700030022,458113.0,458113,172329
1064948,2019,1203160010001,1075700.0,1075700,301565
1064949,2019,1203160010002,689000.0,689000,244695
1064950,2019,1203160010003,713700.0,713700,231880
1064951,2019,1203160010004,853096.0,853096,266805
1064952,2019,1203170010001,413958.0,465148,162000
1064953,2019,1203170010002,408000.0,408000,138000
1064954,2019,1203170010003,437888.0,437888,146000
1064955,2019,1203170010004,383446.0,383446,122000
1064956,2019,1203170010005,407639.0,473888,182000
1065006,2019,1203260010001,852800.0,852800,321030
1065007,2019,1203260010002,913838.0,913838,287820
1065896,2019,1203560000001,374651.0,374651,123200
1065897,2019,1203560000002,376824.0,376824,125440
1065898,2019,1203560000003,407869.0,407869,123200
1065899,2019,1203560000004,409178.0,409178,123200
1065900,2019,1203560000005,405752.0,405752,129760
1066279,2019,1203760010001,480158.0,480158,184560
1066280,2019,1203760010002,472537.0,472537,131840
1066281,2019,1203760010003,434246.0,434246,147680
1066282,2019,1203760010004,516474.0,516474,154880
1066283,2019,1203760010005,445000.0,445000,140800
1066284,2019,1203760010006,450000.0,450000,134320
1066289,2019,1203780010001,771429.0,771429,378500
1066290,2019,1203780010002,662443.0,662443,270400
1066291,2019,1203780010003,702121.0,702121,309900
1066292,2019,1203780010004,697703.0,697703,309900
1066293,2019,1203780010005,662443.0,662443,270400
1066294,2019,1203780010006,662443.0,662443,270400
1066295,2019,1203780010007,640000.0,640000,324500
1068748,2019,1204190010001,334454.0,334454,167360
1068749,2019,1204190010002,330705.0,330705,116000
1068750,2019,1204190010003,337192.0,337192,116000
1068751,2019,1204190010004,359404.0,359404,150720
1068752,2019,1204190010005,327468.0,327468,118080
1068753,2019,1204190010006,319734.0,319734,113360
1068754,2019,1204190010007,343051.0,343051,129840
1068755,2019,1204190010008,360231.0,360231,146000
1068756,2019,1204190010009,276000.0,276000,118080
1068757,2019,1204190010010,357855.0,357855,125920
1068758,2019,1204190010011,358947.0,358947,125920
1068759,2019,1204190010012,314387.0,314387,118080
1068760,2019,1204190010013,307304.0,307304,146000
1068761,2019,1204190010014,356381.0,356381,146000
1068762,2019,1204190010015,276874.0,277195,118080
1068763,2019,1204190010016,333836.0,333836,125920
1068764,2019,1204190010017,327546.0,327546,118160
1068765,2019,1204190010018,327428.0,327428,113440
1068766,2019,1204190010019,361514.0,361514,129920
1068768,2019,1204200010001,269892.0,269892,144400
1068769,2019,1204200010002,252424.0,252424,113360
1068770,2019,1204200010003,255000.0,255000,120480
1068771,2019,1204200010004,260499.0,260499,121120
1068772,2019,1204200010005,252424.0,252424,113360
1068773,2019,1204200010006,278000.0,278000,144400
1068774,2019,1204200010007,276643.0,276643,151360
1068775,2019,1204200010008,252149.0,252149,126320
1068776,2019,1204200010009,244925.0,244925,112320
1068777,2019,1204200010010,267123.0,267123,112000
1068778,2019,1204200010011,281123.0,281123,126000
1068779,2019,1204200010012,302163.0,302163,147040
1068780,2019,1204200010013,277964.0,277964,147040
1068781,2019,1204200010014,257555.0,257555,126000
1068782,2019,1204200010015,267123.0,267123,112000
1068784,2019,1204210010010,720000.0,720000,277789
1068785,2019,1204210010011,681739.0,681739,248804
1068786,2019,1204210010012,681739.0,681739,248804
1068787,2019,1204210010013,732874.0,732874,248804
1068788,2019,1204210010014,697742.0,697742,252310
1068789,2019,1204210020001,742500.0,742500,274010
1068790,2019,1204210020002,777800.0,777800,310915
1068791,2019,1204210020003,707100.0,707100,310915
1068792,2019,1204210020004,719000.0,719000,293040
1068793,2019,1204210020005,666100.0,666100,265596
1068794,2019,1204210020006,690290.0,690290,270039
1068795,2019,1204210020007,657396.0,657396,279125
1068796,2019,1204210020008,658346.0,658346,273492
1068797,2019,1204210020009,601689.0,601689,224444
1068902,2019,1204540010001,866032.0,866032,300240
1068903,2019,1204540010002,800000.0,800000,309150
1068904,2019,1204540010003,908759.0,908759,299880
1068905,2019,1204550010001,752160.0,752160,338475
1068906,2019,1204550010002,690000.0,690000,309375
1068907,2019,1204550010004,445682.0,445682,175725
1068908,2019,1204570010001,499772.0,499772,150000
1068909,2019,1204570010002,490000.0,490000,150000
1068911,2019,1204590000001,594702.0,606200,205290
1068912,2019,1204590000002,572275.0,572275,195300
1068913,2019,1204590000003,615819.0,615819,200115
1068914,2019,1204590000004,684200.0,699254,230040
1068915,2019,1204590000005,567870.0,567870,181845
1068923,2019,1204650010001,494052.0,494052,182640
1068924,2019,1204650010002,520000.0,520000,169200
1068925,2019,1204650010003,511262.0,511262,140440
1068933,2019,1204690010001,536800.0,539005,169000
1068934,2019,1204690010002,495000.0,539005,169000
1070564,2019,1205020010002,473719.0,473719,221515
1070565,2019,1205020010003,479949.0,479949,221515
1070566,2019,1205020010006,396066.0,396066,172015
1070567,2019,1205020010007,394865.0,394865,170814
1070574,2019,1205020010016,404580.0,404580,180529
1070575,2019,1205020010017,395424.0,395424,171373
1070576,2019,1205020010018,432849.0,432849,178762
1070577,2019,1205020010019,379000.0,379000,171523
1070578,2019,1205020010020,411891.0,411891,173014
1070579,2019,1205020010021,409391.0,409391,170514
1070580,2019,1205020010022,454116.0,454116,221515
1070581,2019,1205020010023,454116.0,454116,221515
1070582,2019,1205020010024,493322.0,493322,217090
1070583,2019,1205020010025,457704.0,457704,210984
1070584,2019,1205020010026,446088.0,446088,187720
1070585,2019,1205020010027,538500.0,538500,281580
1070586,2019,1205020010028,483510.0,483510,222036
1070587,2019,1205020010029,483640.0,483640,222166
1070703,2019,1205220010001,569800.0,589737,250000
1070704,2019,1205220010002,560000.0,560000,250000
1070706,2019,1205240010001,632201.0,632201,250950
1070707,2019,1205240010002,696493.0,696493,252100
1070709,2019,1205260010001,367728.0,367728,108000
1070710,2019,1205260010002,414219.0,414219,106720
1070711,2019,1205260010003,477035.0,477035,135280
1070730,2019,1205320000001,407869.0,407869,123200
1070731,2019,1205320000002,407869.0,407869,123200
1070732,2019,1205320000003,416176.0,437949,153280
1070733,2019,1205320000004,399014.0,399014,151920
1070734,2019,1205320000005,374651.0,374651,123200
1070735,2019,1205320000006,407869.0,407869,123200
1070911,2019,1205430010001,598485.0,598485,166500
1070912,2019,1205430010002,638562.0,638562,166500
1070913,2019,1205440010001,514441.0,514441,120000
1070914,2019,1205440010002,511500.0,552120,120000
1070926,2019,1205490010001,593657.0,593657,263100
1070927,2019,1205490010002,575000.0,575000,263050
1071047,2019,1205780010001,835977.0,835977,348435
1071048,2019,1205780010002,854128.0,854128,320265
1071049,2019,1205780010003,826380.0,826380,321885
1073427,2019,1206200010001,329687.0,329687,167280
1073428,2019,1206200010002,338737.0,338737,140320
1073429,2019,1206200010003,303600.0,316000,140160
1073430,2019,1206200010004,288000.0,288000,141680
1073431,2019,1206200010005,302500.0,317588,140720
1073432,2019,1206200010006,308000.0,308000,140720
1073433,2019,1206200010007,302500.0,317588,140720
1073434,2019,1206200010008,375937.0,375937,177520
1073435,2019,1206200010009,384434.0,384434,163200
1073436,2019,1206200010010,336000.0,336000,115440
1073437,2019,1206200010011,332393.0,332393,115440
1073438,2019,1206200010012,325000.0,325000,142640
1073439,2019,1206200010013,367886.0,367886,142640
1073440,2019,1206200010014,332393.0,332393,115440
1073441,2019,1206200010015,340686.0,340686,115440
1073442,2019,1206200010016,326989.0,326989,163360
1073443,2019,1206200010017,358066.0,358066,130800
1073444,2019,1206200010018,300000.0,300000,112000
1073445,2019,1206200010019,302242.0,302242,112000
1073446,2019,1206200010020,290000.0,290000,112000
1073447,2019,1206200010021,357826.0,357826,130560
1073448,2019,1206200010022,330101.0,330101,161120
1073449,2019,1206200010023,330553.0,330553,113600
1073450,2019,1206200010024,338846.0,338846,113600
1073451,2019,1206200010025,309574.0,309574,115120
1073452,2019,1206200010026,353843.0,353843,128720
1074574,2019,1206480010001,659112.0,659112,127280
1074575,2019,1206480010002,631447.0,631447,125760
1074576,2019,1206480010003,600000.0,600000,131040
1074577,2019,1206480010004,732756.0,732756,130800
1074578,2019,1206480010005,683023.0,683023,121600
1074579,2019,1206480010006,629214.0,629214,123960
1074619,2019,1206650010001,670000.0,670000,225000
1074620,2019,1206650010002,781000.0,806222,225000
1074679,2019,1206870010001,571129.0,571129,233475
1074680,2019,1206870010002,580000.0,580000,246000
1074681,2019,1206870010003,631820.0,631820,246000
1074682,2019,1206870010004,567050.0,621009,233475
1074706,2019,1206960010001,594456.0,594456,175000
1074707,2019,1206960010002,571212.0,571212,175000
1074709,2019,1206990010001,689343.0,689343,294745
1074710,2019,1206990010002,639378.0,639378,245008
1074711,2019,1206990010003,602523.0,602523,193115
1074712,2019,1206990010004,620148.0,620148,193115
1074713,2019,1206990010005,692906.0,692906,245008
1074714,2019,1206990010006,729279.0,729279,294745
1074715,2019,1206990010007,730407.0,730407,294745
1074716,2019,1206990010008,617846.0,617846,245008
1074717,2019,1206990010009,616434.0,616434,193115
1074718,2019,1206990010010,605000.0,619991,192958
1074719,2019,1206990010011,602380.0,602380,246158
1074720,2019,1206990010012,779200.0,779200,296298
1074740,2019,1207070010001,526294.0,526294,169920
1074741,2019,1207070010002,478746.0,478746,169740
1074742,2019,1207070010003,437500.0,437500,144705
1074743,2019,1207070010004,481332.0,481332,152190
1074744,2019,1207070010005,491102.0,491102,154260
1074770,2019,1207130010001,738000.0,738000,280260
1074771,2019,1207130010002,660832.0,714200,218070
1074772,2019,1207130010003,740910.0,740910,187020
1074773,2019,1207130010004,954800.0,1000000,399510
1074774,2019,1207130010005,797500.0,869818,286200
1074775,2019,1207130010006,763400.0,828446,286920
1074776,2019,1207130010007,906400.0,961529,405360
1074779,2019,1207150010001,950000.0,950000,270000
1074780,2019,1207150010002,912186.0,912186,270000
1074781,2019,1207160010001,423975.0,423975,160725
1074782,2019,1207160010002,456300.0,456300,135450
1074783,2019,1207160010003,380926.0,380926,135450
1074784,2019,1207160010004,409352.0,409352,150600
1074785,2019,1207160010005,458939.0,458939,150600
1074786,2019,1207160010006,425000.0,425000,135450
1074787,2019,1207160010007,418841.0,418841,135450
1074788,2019,1207160010008,418841.0,418841,160725
1074789,2019,1207170010001,571713.0,571713,150000
1074790,2019,1207170010002,563000.0,563000,150000
1074862,2019,1207320010001,550000.0,550000,220770
1074863,2019,1207320010002,513000.0,513000,174690
1074864,2019,1207320010003,508400.0,508400,159660
1074874,2019,1207340010001,550767.0,550767,175000
1074875,2019,1207340010002,544000.0,544000,175000
1074876,2019,1207360010001,641642.0,641642,317720
1074877,2019,1207360010002,617622.0,617622,308171
1074878,2019,1207360010003,642147.0,642147,320480
1074879,2019,1207360010004,640833.0,640833,320480
1074880,2019,1207360010005,650007.0,650007,318000
1074881,2019,1207360010006,625917.0,625917,318000
1074882,2019,1207360010007,608000.0,608000,318000
1074883,2019,1207360010008,614467.0,614467,318000
1074884,2019,1207360010009,636489.0,636489,320480
1074885,2019,1207360010010,640833.0,640833,320480
1074886,2019,1207360010011,645628.0,645628,318000
1074887,2019,1207360010012,616980.0,616980,318000
1074888,2019,1207360010013,640885.0,640885,320480
1074889,2019,1207360010014,640800.0,640800,320480
1074890,2019,1207360010015,652104.0,652104,307525
1074891,2019,1207360010016,666995.0,666995,318000
1074927,2019,1207470010001,455044.0,455044,170240
1074928,2019,1207470010002,453684.0,453684,168880
1074929,2019,1207470010003,408088.0,408088,147920
1074930,2019,1207470010004,429000.0,438368,154640
1074931,2019,1207470010005,446741.0,446741,158320
1074957,2019,1207550010001,540405.0,559200,150000
1074958,2019,1207550010002,525000.0,525000,150000
1074959,2019,1207560010001,629663.0,629663,150000
1074960,2019,1207560010002,582842.0,582842,150000
1074971,2019,1207600010001,859412.0,859412,294885
1074972,2019,1207600010002,805000.0,805000,294885
1074979,2019,1207640010001,621019.0,621019,166500
1074980,2019,1207640010002,554418.0,554418,166500
1075003,2019,1207710010001,495000.0,495000,207630
1075004,2019,1207710010002,482119.0,492366,150750
1075005,2019,1207710010003,485000.0,485000,150750
1075006,2019,1207710010004,504599.0,504599,179910
1075016,2019,1207770010001,514196.0,514196,150000
1075017,2019,1207770010002,507300.0,507300,150000
1075982,2019,1207990010001,428000.0,428000,192320
1075983,2019,1207990010002,423058.0,423058,138240
1075984,2019,1207990010003,350000.0,350000,138240
1075985,2019,1207990010004,423058.0,423058,138240
1075986,2019,1207990010005,426543.0,426543,138240
1075987,2019,1207990010006,425000.0,425000,156240
1075988,2019,1207990010007,515000.0,515000,252320
1075989,2019,1207990010008,540542.0,540542,207600
1075990,2019,1207990010009,528467.0,528467,207600
1075991,2019,1207990010010,476500.0,476500,207600
1075992,2019,1207990010011,510000.0,510000,207600
1075993,2019,1207990010012,450000.0,450000,207600
1075994,2019,1207990010013,312247.0,574255,207600
1075995,2019,1207990010014,501260.0,501260,252320
1075996,2019,1207990010015,427000.0,427000,156240
1075997,2019,1207990010016,423058.0,423058,138240
1075998,2019,1207990010017,413527.0,413527,138240
1075999,2019,1207990010018,413527.0,413527,138240
1076000,2019,1207990010019,423058.0,423058,138240
1076001,2019,1207990010020,450000.0,450000,192320
1076002,2019,1207990010021,433869.0,448928,150000
1076003,2019,1207990010022,443464.0,443464,150000
1076004,2019,1207990010023,412000.0,412000,150000
1076005,2019,1207990010024,412000.0,412000,150000
1076530,2019,1208090010001,370000.0,370000,138075
1076531,2019,1208090010002,390000.0,390000,131850
1076532,2019,1208090010003,319718.0,319718,105000
1076533,2019,1208090010004,393250.0,406219,105000
1076534,2019,1208090010005,356553.0,356553,131850
1076535,2019,1208090010006,377000.0,377000,138075
1076541,2019,1208120010001,907500.0,919000,456195
1076590,2019,1208340000001,372232.0,372232,114300
1076591,2019,1208340000002,368362.0,368362,111000
1076592,2019,1208340000003,402086.0,402086,192825
1076593,2019,1208340000004,400600.0,400600,196875
1076594,2019,1208340000005,422292.0,422292,138750
1076595,2019,1208340000006,400378.0,400378,112500
1076596,2019,1208340000007,344000.0,344000,105000
1076597,2019,1208340000008,365944.0,365944,112500
1076617,2019,1208370010001,282132.0,282132,150880
1076618,2019,1208370010002,255000.0,255000,123680
1076619,2019,1208370010003,257523.0,257523,112000
1076621,2019,1208380010001,307778.0,307778,145920
1076622,2019,1208380010002,287578.0,287578,118080
1076623,2019,1208380010003,390764.0,390764,136000
1076625,2019,1208390010001,627879.0,627879,188025
1076626,2019,1208390010002,627000.0,627879,188025
1076896,2019,1208480010001,345035.0,345035,167200
1076897,2019,1208480010002,337545.0,337545,139840
1076898,2019,1208480010003,310000.0,310000,139760
1076899,2019,1208480010004,339385.0,339385,141680
1076900,2019,1208480010005,338345.0,338345,140640
1076901,2019,1208480010006,284882.0,284882,140640
1076902,2019,1208480010007,314425.0,314425,116720
1076903,2019,1208480010008,342000.0,342000,195040
1076904,2019,1208480010009,373183.0,373183,163760
1076905,2019,1208480010010,301353.0,301353,115440
1076906,2019,1208480010011,311137.0,311137,115440
1076907,2019,1208480010012,296428.0,296428,139520
1076908,2019,1208480010013,330000.0,330000,139520
1076909,2019,1208480010014,324863.0,324863,115440
1076910,2019,1208480010015,326952.0,326952,115440
1076911,2019,1208480010016,317532.0,317532,163360
1076912,2019,1208480010017,346125.0,346125,137760
1076913,2019,1208480010018,321423.0,321423,112000
1076914,2019,1208480010019,320365.0,320365,112000
1076915,2019,1208480010020,324173.0,324173,112000
1076916,2019,1208480010021,348636.0,348636,137520
1076917,2019,1208480010022,312957.0,312957,156560
1076918,2019,1208480010023,284000.0,284000,113600
1076919,2019,1208480010024,325112.0,325112,113600
1076920,2019,1208480010025,324543.0,324543,115120
1076921,2019,1208480010026,340232.0,340232,128720
1076924,2019,1208500010001,431000.0,431000,163680
1076925,2019,1208500010002,441000.0,441000,163680
1076926,2019,1208500010003,514241.0,514241,170500
1076927,2019,1208500010004,485752.0,485752,166155
1076928,2019,1208500010005,520000.0,520000,166155
1076929,2019,1208500010006,510291.0,510291,181060
1076930,2019,1208500010007,490006.0,490006,172260
1076931,2019,1208500010008,492168.0,492168,172260
1076932,2019,1208500010009,460011.0,460011,163206
1076933,2019,1208500010010,448742.0,448742,163206
1076934,2019,1208500010011,419300.0,419300,183920
1076935,2019,1208500010012,439000.0,439000,199320
1076936,2019,1208500010013,425000.0,425000,175560
1076937,2019,1208500010014,425000.0,425000,171050
1076938,2019,1208500010015,419700.0,419700,171050
1076939,2019,1208500010016,415000.0,415000,171050
1076988,2019,1208550010001,407687.0,407687,148125
1076989,2019,1208550010002,386156.0,386156,120000
1076990,2019,1208550010003,359191.0,359191,120000
1076991,2019,1208550010004,359191.0,359191,120000
1076992,2019,1208550010005,373299.0,373299,125025
1076993,2019,1208550010006,356604.0,356604,117413
1076994,2019,1208550010007,380000.0,380000,135938
1076995,2019,1208560010001,495004.0,495004,168000
1076996,2019,1208560010002,441834.0,441834,130240
1076997,2019,1208560010003,474100.0,474100,134240
1076998,2019,1208560010004,457733.0,457733,132640
1076999,2019,1208560010005,441200.0,441200,129640
1077000,2019,1208560010006,477594.0,477594,166000
1077036,2019,1208690010001,775500.0,802814,225000
1077037,2019,1208690010002,815801.0,815801,225000
1077053,2019,1208780020001,460290.0,460290,130350
1077054,2019,1208780020002,454561.0,454561,123375
1077055,2019,1208780020003,498033.0,498033,140250
1077056,2019,1208780020004,490866.0,490866,160050
1077057,2019,1208780020005,467500.0,473349,141000
1077058,2019,1208780020006,429645.0,429645,148950
1077067,2019,1208850010001,837226.0,837226,220770
1077068,2019,1208850010002,751906.0,751906,229230
1078167,2019,1209080010001,256459.0,256459,112000
1078168,2019,1209080010002,256939.0,256939,112480
1078169,2019,1209080010003,278000.0,278000,141760
1078170,2019,1209080010004,271712.0,271712,128640
1078171,2019,1209080010005,245404.0,245404,112400
1078172,2019,1209080010006,244076.0,244076,112720
1078173,2019,1209080010007,256539.0,256539,112080
1078174,2019,1209080010008,273952.0,273952,143520
1078175,2019,1209080010009,280500.0,306136,161680
1078176,2019,1209080010010,284000.0,284000,149360
1078177,2019,1209080010011,268539.0,268539,124080
1078178,2019,1209080010012,256459.0,256459,112000
1078179,2019,1209080010013,256459.0,256459,112000
1078180,2019,1209080010014,255173.0,255173,124160
1078181,2019,1209080010015,289863.0,293816,149360
1078182,2019,1209080010016,275000.0,310000,160960
1078183,2019,1209080010017,268237.0,268237,123520
1078184,2019,1209080010018,312456.0,312456,143600
1078185,2019,1209080010019,312456.0,312456,143600
1078186,2019,1209080010020,329736.0,329736,160880
1078188,2019,1209090010001,452218.0,452218,147750
1078189,2019,1209090010002,490671.0,490671,139200
1078190,2019,1209090010003,478000.0,478000,150750
1078191,2019,1209090010004,457419.0,478328,150750
1078192,2019,1209090010005,408824.0,420167,125100
1078193,2019,1209090010007,416863.0,416863,115650
1078194,2019,1209090010008,455254.0,455254,133125
1078195,2019,1209090010009,422903.0,422903,110850
1078196,2019,1209090010010,466083.0,466083,177075
1078197,2019,1209090010011,428914.0,428914,107100
1078198,2019,1209090010012,451789.0,451789,111225
1078199,2019,1209090010013,576975.0,576975,196650
1078345,2019,1209250010001,535129.0,535129,127080
1078346,2019,1209250010002,514255.0,514255,160120
1078358,2019,1209270010001,244543.0,244543,127840
1078359,2019,1209270010002,244543.0,244543,119680
1078360,2019,1209270010003,244543.0,244543,119680
1078361,2019,1209270010004,244543.0,244543,119680
1078362,2019,1209270010005,239000.0,239000,119680
1078363,2019,1209270010006,249284.0,249284,119680
1078364,2019,1209270010007,258450.0,258450,147680
1078385,2019,1209340010001,396962.0,396962,95130
1078386,2019,1209340010002,400376.0,400376,89170
1078387,2019,1209340010003,417456.0,417456,102000
1078397,2019,1209380010001,423025.0,423025,125914
1078398,2019,1209380010002,410000.0,410000,118240
1078399,2019,1209380010003,431938.0,431938,118240
1078400,2019,1209380010004,406126.0,406126,118240
1078401,2019,1209380010005,442259.0,442259,142006
1078402,2019,1209380010006,440847.0,440847,142080
1078403,2019,1209380010007,412733.0,412733,118240
1078404,2019,1209380010008,428710.0,428710,118240
1078405,2019,1209380010009,431938.0,431938,118240
1078406,2019,1209380010010,425071.0,425071,129745
1078682,2019,1209570010001,418000.0,493737,245504
1078683,2019,1209570010002,491517.0,491517,223307
1078684,2019,1209570010003,479486.0,479486,236529
1078685,2019,1209570010004,512100.0,512100,236529
1078686,2019,1209570010005,445000.0,445000,223307
1078687,2019,1209570010006,483657.0,483657,245504
1078810,2019,1209660010001,347014.0,347014,124560
1078811,2019,1209660010002,315000.0,315000,113920
1078812,2019,1209660010003,336374.0,336374,113920
1078813,2019,1209660010004,346716.0,346716,123040
1078814,2019,1209660010005,322000.0,322000,127520
1078815,2019,1209660010006,337596.0,337596,113920
1078816,2019,1209660010007,390025.0,390025,201680
1078817,2019,1209660010008,340156.0,340156,116480
1078818,2019,1209660010009,311300.0,321776,112800
1078819,2019,1209660010010,314799.0,314799,122080
1078820,2019,1209660010011,296891.0,296891,126320
1078821,2019,1209660010012,335254.0,335254,112800
1078822,2019,1209660010013,329638.0,329638,160080
1078823,2019,1209660010014,335395.0,335395,154960
1078824,2019,1209660010015,345219.0,345219,142880
1078825,2019,1209660010016,344080.0,344080,142880
1078826,2019,1209660010017,334000.0,334000,154960
1078827,2019,1209660010018,356160.0,356160,154960
1078828,2019,1209660010019,327291.0,327291,142880
1078829,2019,1209660010020,344080.0,344080,142880
1078830,2019,1209660010021,395000.0,395000,200000
1078831,2019,1209660010022,352210.0,352210,130560
1078832,2019,1209660010023,335636.0,335636,112160
1078833,2019,1209660010024,337934.0,337934,112160
1078834,2019,1209660010025,380073.0,380073,192080
1078835,2019,1209660010026,350000.0,350000,152344
1078836,2019,1209660010027,383156.0,383156,159680
1078837,2019,1209660010028,374046.0,374046,204240
1079349,2019,1209800010001,473315.0,473315,147708
1079350,2019,1209800010002,442756.0,442756,148896
1079351,2019,1209800010003,474521.0,474521,148914
1079352,2019,1209800010004,440000.0,441603,147708
1079353,2019,1209800010005,410000.0,410000,141656
1079354,2019,1209800010006,413276.0,418000,139444
1079355,2019,1209800010007,435033.0,435033,144279
1079356,2019,1209800010008,425693.0,435033,144279
1079357,2019,1209800010009,437299.0,437299,139444
1079358,2019,1209800010010,440252.0,440252,142857
1079359,2019,1209800010011,452155.0,452155,144666
1079360,2019,1209800010012,425011.0,442652,139628
1079361,2019,1209800010013,446208.0,446208,139628
1079362,2019,1209800010014,415549.0,415549,139628
1079363,2019,1209800010015,451554.0,451554,143273
1079364,2019,1209800010016,440000.0,446662,143273
1079365,2019,1209800010017,448992.0,448992,142412
1079366,2019,1209800010018,418084.0,418084,142241
1079367,2019,1209800010019,450522.0,450522,142241
1079368,2019,1209800010020,451588.0,451588,145008
1079369,2019,1209800010021,481044.0,481044,141986
1079370,2019,1209800010022,480338.0,480338,141280
1079371,2019,1209800010023,480338.0,480338,141280
1079372,2019,1209800010024,481348.0,481348,142290
1079373,2019,1209800010025,448640.0,448640,142290
1079374,2019,1209800010026,481277.0,481277,141280
1079375,2019,1209800010027,481277.0,481277,141280
1079376,2019,1209800010028,446247.0,446247,140580
1080234,2019,1210050010001,467951.0,467951,187200
1080235,2019,1210050010002,379321.0,379321,143040
1080236,2019,1210050010003,435000.0,435000,163840
1080237,2019,1210050010004,432288.0,432288,151200
1080238,2019,1210050010005,368613.0,368613,132000
1080239,2019,1210050010006,491729.0,491729,172800
1080818,2019,1210240010001,888046.0,888046,301500
1080819,2019,1210240010002,957964.0,957964,301500
1080858,2019,1210340010001,847633.0,857000,353500
1081060,2019,1210480010001,441000.0,441000,150000
1081061,2019,1210480010002,442553.0,442553,150000
1081062,2019,1210480010003,433473.0,433473,150000
1081079,2019,1210540010001,560000.0,560000,257400
1081080,2019,1210540010002,575000.0,575000,257400
1081081,2019,1210550010001,675627.0,675627,235125
1081082,2019,1210550010002,627772.0,627772,235125
1081102,2019,1210640010001,1122442.0,1122442,364050
1081104,2019,1210640010003,988900.0,1028181,296595
1081105,2019,1210640010004,926000.0,926000,213413
1081106,2019,1210640010005,1074370.0,1084562,295380
1081109,2019,1210660010001,256611.0,256611,113800
1081110,2019,1210660010002,162982.0,259541,113800
1081111,2019,1210660010003,271599.0,282034,120000
1081112,2019,1210660010004,280000.0,280000,118860
1081113,2019,1210660010005,238541.0,275330,120510
1081114,2019,1210660010006,274889.0,274889,114169
1081115,2019,1210660010007,253081.0,253081,113800
1081116,2019,1210660010008,183956.0,297154,145650
1081117,2019,1210670010001,1295000.0,1295000,408480
1081118,2019,1210670010002,1175000.0,1175000,314220
1081119,2019,1210670010003,1293400.0,1293400,313410
1081120,2019,1210670010004,1286816.0,1286816,385290
1081121,2019,1210670010005,1149500.0,1181200,376020
1081127,2019,1210710010001,340000.0,340000,156320
1081128,2019,1210710010002,329434.0,329434,116320
1081129,2019,1210710010003,300000.0,300000,117360
1081130,2019,1210710010004,322000.0,322000,123040
1081131,2019,1210710010005,292000.0,292000,116640
1081132,2019,1210710010006,325434.0,325434,143120
1081316,2019,1210790010001,524242.0,524242,202770
1081317,2019,1210790010002,478198.0,478198,153585
1081318,2019,1210790010003,518084.0,518084,153585
1081319,2019,1210790010004,532500.0,532500,190215
1081320,2019,1210790010005,512638.0,512638,189090
1081321,2019,1210790010006,515900.0,518084,153585
1081322,2019,1210790010007,491000.0,491000,153585
1081323,2019,1210790010008,524242.0,524242,202770
1082110,2019,1211280010001,476718.0,476718,132225
1082111,2019,1211280010002,491720.0,491720,119625
1082112,2019,1211280010003,496931.0,496931,129525
1082113,2019,1211280010004,500263.0,500263,129525
1082114,2019,1211280010005,500263.0,500263,129525
1082115,2019,1211280010006,489238.0,489238,118500
1082116,2019,1211280010007,455000.0,455000,129525
1082117,2019,1211280010008,448267.0,448267,108825
1082118,2019,1211280010009,453006.0,453006,108825
1082119,2019,1211280010010,448267.0,448267,108825
1082120,2019,1211280010011,416824.0,416824,142800
1082121,2019,1211280010012,469121.0,469121,142650
1082122,2019,1211280010013,446992.0,446992,107550
1082123,2019,1211280010014,439000.0,439000,120975
1082931,2019,1211390010001,394560.0,394560,138880
1082932,2019,1211390010002,355811.0,355811,113440
1082933,2019,1211390010003,397928.0,397928,116080
1082934,2019,1211390010004,359827.0,359827,116080
1082935,2019,1211390010005,355811.0,355811,113440
1082936,2019,1211390010006,384552.0,384552,138400
1082937,2019,1211390010007,392975.0,392975,146000
1082938,2019,1211390010008,349433.0,349433,118080
1082939,2019,1211390010009,375991.0,375991,123120
1082940,2019,1211390010010,376457.0,376457,123600
1082941,2019,1211390010011,284476.0,284476,118080
1082942,2019,1211390010012,320318.0,320318,146000
1082943,2019,1211390010013,370000.0,370000,146000
1082944,2019,1211390010014,347932.0,347932,118080
1082945,2019,1211390010015,410459.0,410459,123600
1082946,2019,1211390010016,409979.0,409979,123120
1082947,2019,1211390010017,347932.0,347932,118080
1082948,2019,1211390010018,353890.0,353890,146000
1082949,2019,1211390010019,346000.0,346000,146000
1082950,2019,1211390010020,347932.0,347932,118080
1082951,2019,1211390010021,409979.0,409979,123120
1082952,2019,1211390010022,410459.0,410459,123600
1082953,2019,1211390010023,313467.0,313467,118080
1082954,2019,1211390010024,354509.0,354509,146000
1082955,2019,1211390010025,364488.0,364488,138880
1082956,2019,1211390010026,378326.0,378326,113440
1082957,2019,1211390010027,387883.0,387883,116080
1082958,2019,1211390010028,397928.0,397928,116080
1082959,2019,1211390010029,360319.0,360319,113440
1082960,2019,1211390010030,360104.0,360104,138400
1082992,2019,1211410010001,239965.0,276830,134400
1082993,2019,1211410010002,285650.0,285650,134460
1082994,2019,1211410010003,274164.0,290021,134460
1082995,2019,1211410010004,297700.0,297700,134520
1082996,2019,1211410010005,179280.0,285895,134520
1082997,2019,1211410010006,293100.0,293100,134580
1082998,2019,1211410010007,287476.0,287476,134580
